Unnamed: 0,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,file
41,PBA,24053,24687,Trinidad,Liceo N° 2 - Dr. Luis A. de Herrera No 1102,410,S,URB.,planes_circuitales\Flores.pdf
42,PBA,24688,25308,Trinidad,Escuela N° 1 - Gral. Artigas N° 555,400,S,URB.,planes_circuitales\Flores.pdf
43,PBA,25309,25807,Trinidad,Escuela N° 1 - Gral. Artigas N° 555,400,S,URB.,planes_circuitales\Flores.pdf
44,PBA,25808,26349,Trinidad,Escuela N° 1 - Gral. Artigas N° 555,400,S,URB.,planes_circuitales\Flores.pdf
45,PBA,26350,26838,Trinidad,Escuela N° 1. - Gral. Artigas N° 595,400,S,URB.,planes_circuitales\Flores.pdf
46,PBA,26839,27316,Trinidad,Escuela N° 1. - Gral. Artigas N° 595,400,S,URB.,planes_circuitales\Flores.pdf
47,PBA,27317,27791,Trinidad,Colegio American School - Fco. Fondar No 841,400,N,URB.,planes_circuitales\Flores.pdf
48,PBA,27792,28245,Trinidad,Club Independiente - Fco. Fondar N° 809,400,S,URB.,planes_circuitales\Flores.pdf
49,PBA,28246,28677,Trinidad,Plaza de Deportes - 18 de Julio c/Dr. Luis A. de Herrera,400,N,URB.,planes_circuitales\Flores.pdf
50,PBA,28678,29125,Trinidad,Escuela N° 41. - Carlos Ma. Ramírez N° 772,400,N,URB.,planes_circuitales\Flores.pdf
51,PBA,29126,29550,Trinidad,Escuela N° 41. - Carlos Ma. Ramírez N° 772,400,N,URB.,planes_circuitales\Flores.pdf
52,PBA,29551,29960,Trinidad,Int. Mpal. ( Tránsito) - Stma. Trinidad c/ C. Ma. Ramírez,400,N,URB.,planes_circuitales\Flores.pdf
53,PBA,29961,30369,Trinidad,Casa de la Cultura  - Stma. Trinidad c/ Sarandí,400,N,URB.,planes_circuitales\Flores.pdf
54,PBA,30370,30806,Trinidad,Jardín Asist. T. Completo No 46 - Parque Centenario,400,S,URB.,planes_circuitales\Flores.pdf
55,PBB,1,1223,La Casilla,Salón MEVIR - La Casilla,111,S,RUR.,planes_circuitales\Flores.pdf
56,PBC,1,4973,La Casilla,Escuela N° 32 - La Casilla,200,S,RUR.,planes_circuitales\Flores.pdf
57,PBD,1,739,Ismael Cortinas,Centro Educativo del Hogar - Ismael Cortinas,357,S,RUR.,planes_circuitales\Flores.pdf
58,PBD,740,1246,Ismael Cortinas,Liceo Ismael Cortinas - Ismael Cortinas,357,S,RUR.,planes_circuitales\Flores.pdf
59,PBD,1247,1647,Ismael Cortinas,Escuela No 44 - Pilar de Herrera de Arteaga - I. Cortinas,357,S,RUR.,planes_circuitales\Flores.pdf
60,PCA,1,905,J. J. Castro,Escuela N° 25  - Juan José Castro,81,S,RUR.,planes_circuitales\Flores.pdf
PCB,1,808,J. J. Castro,67,S,RUR.,,,planes_circuitales\Flores.pdf
PCC,1,1124,Talas de Maciel,Escuela N° 34 - Talas de Maciel,41,S,RUR.,,planes_circuitales\Flores.pdf
62,PCD,1,526,Corral de Piedras,Escuela N° 10 - Puntas de Corral de Piedras,14.0,S,RUR.,planes_circuitales\Flores.pdf
63,PCE,1,1094,Cerro Colorado,Salón Comunal - Cerro Colorado,18.0,S,RUR.,planes_circuitales\Flores.pdf
PCF,1,674,115,S,RUR.,,,,planes_circuitales\Flores.pdf
